DATES,SENDER,ARTICLE CONTENT,SENTIMENT
[\nApr 3\n],Shaban khamiisi 🇺🇬,"[Museveni should get worried of these people calling themselves presidents of twitter , thats how Bobi wine started with calling himself the ghetto president and he's now giving mzee hard time . \n\nMzee stay awoke .]",-0.2916666666666667
[\nMar 29\n],The Standard Digital,[Angry Kenyatta University students disrupt Uganda President Yoweri Museveni's public lecture by chanting slogans in solidarity with his political rival Bobi Wine\n#FridayBriefingpic.twitter.com/n6xocYvqSc],-0.16666666666666666
[\nMar 29\n],#ElvisNeverGetsMad,"[Kenyatta University students chanting  ""Bobi Wine"" ""Bobi Wine"" while Museveni's motorcade snaked into the venue.\n#FreeStellaNyanzipic.twitter.com/iRO9FYo2Us]",0.0
[\nMar 29\n],Mûtûra Kuria,[Kenyatta University students shouting Bobi Wine in the ongoing public lecture by Museveni.],0.0
[\nMar 27\n],Soldier ↪,[The way Ssebulime was killed is the same way Bobi Wine's driver was killed \nbut we ignored bse we thought it was Bobi Wine's Gimmicks \n\nthese things will slop down till they touch your families and u will wake up],-0.1388888888888889
[\nMar 27\n],Next Door Muslim,"[If you hate Bobi Wine and everything he stands for, you can go to hell you unpatriotic swine!]",-1.0
[\nMar 27\n],Sir Arthur,[Besigye is a \u201cbig contender.\u201d Bobi Wine is a \u201cpassing cloud.\u201d pic.twitter.com/jkq59JSwfP],0.0
[\nMar 25\n],Next Door Muslim,[Bobi Wine's music should be incorporated into the national primary and secondary school curricula!],0.012500000000000011
[\nMar 24\n],Nile Post,"[Bobi Wine: \u201cIf I stick to music, Museveni should stick to looking after cattle\u201d via @nilepostnewshttps://nilepost.co.ug/2019/03/25/bobi-wine-if-i-stick-to-music-museveni-should-stick-to-looking-after-cattle/\xa0\u2026]",0.0
[\nMar 21\n],Kaitesi,"[Why is it a crime to support Museveni over Bobi Wine? When you tweet anything pro Museveni that\u2019s anti Bobi, everyone calls you a clown \nWhat happened to freedom? I don\u2019t need to be paid to prefer one to the other ]",-0.125
[\nMar 21\n],Soldier ↪,[can't forget when Balaam stole Bobi Wine and Chamelone money for the battle\n\nmuseveni has only given birth to thieves],0.0
[\nMar 19\n],Faisal,"[The people who have so far publicly declared themselves to be running for presidency in 2021 include; Museveni, Bobi Wine, Nobert Mao &amp; Besigye. Am thinking Mugisha Muntu too since his political party has now been approved\n\nI see M7 winning &amp; it's just 2019]",0.15
[\nMar 17\n],Daily Monitor,"[President Museveni has derided Bobi Wine as a clown, saying he cannot manage politics and should stick to singing #MonitorUpdatespic.twitter.com/yNFqfDMxpd]",0.0
[\nMar 17\n],#CanaryReports,"[Bobi Wine, 400 residents face eviction from a disputed piece of land in Kamwokya. He is accused of buying the land without the consent of the landlord. He\u2019s also accused of trespass, demolishing old premises &amp; erecting Ssemakokiro Plaza. \n\nHe\u2019s been given 7 days or be kicked out.]",0.1
[\nMar 15\n],NTV UGANDA,"[JUST IN: Julius Katerega has won the race to become the Guild President of Makerere University for the year 2019 - 2020.\nKaterega is affiliated to Bobi Wine's People Power, and the Democratic Party's Uganda Young Democrats.  #NTVNewspic.twitter.com/ChY9P4KDhh]",0.1
[\nMar 14\n],Hashim Wasswa M,"[Hashim Wasswa M Retweeted Daily Monitor, This cracked me up - The President saying Bobi Wine should go to Suzaana Night club and leave politics alone! Suzaana guys-- Nakulabye night club from the 1970s. And in there lies the problem -- The President trying to perceive/understand BW in a 1970s frame of mind! https://twitter.com/DailyMonitor/status/1106414069249118208\xa0\u2026, Hashim Wasswa M added,]",0.0
[\nMar 14\n],Jeremiah Ainebyona,[Bobi Wine got trolled for fiscal policy then he went to studio and recorded a song titled \u201cFiscal Policy\u201d\n\nSpice Diana got trolled for her 32 blunder then she went to studio and recorded a song titled \u201c32\u201d\n\nBut Bebe Cool refused to give us the \u201cbottle\u201d song ],0.35
[\nMar 14\n],NTV UGANDA,"[Bobi Wine, Francis Zaake record Fiscal policy song #NTVNews\nThe Kyadondo East MP Robert Kyagulanyi decided to make lemonade out of the lemon he was served after his appearance on #NTVonTheSpot\nhttps://bit.ly/2TDglzq?utm_medium=social&amp;utm_source=twitter_ntvuganda\xa0\u2026pic.twitter.com/KIJoYfZWur]",0.0
[\nMar 11\n],Evelyn 💫,[Of all people Sylvia Awori shouldn't chant nonsense about Bobi Wine.  She has no right to call Bobi Wine an idiot ku deal ki??? She is a failed fashion designer first of all and she tried to be a hater and she died in her own movie. Move on woman.],-0.11857142857142858
[\nMar 10\n],Sulah  🇺🇬 🇺🇬,"[Am seeing so much hate for Bobi Wine on the TL..  Y'all forgetting what Martin Luther King Jr said..  ""Better to spread love,  because hate is too much of a burden to bear."" \nThose hating,  I'll pray for you to find peace ]",-0.08000000000000002
[\nMar 9\n],BWANA Josh,"[Can't you love Bobi wine without abusing Museveni supporters  or can't you love Museveni without abusing Bobi Wine supporters. You are getting so toxic yet its just 2019,These guys you are fughting for might be meeting privately so wake up and show love to one another. pic.twitter.com/uF7mVeSOKA]",0.375
[\nMar 9\n],sotrixbax 🇺🇬 🇺🇬,[Twelebs on Bobi wine's side\n1.Pyepar\n2.King Solomon \n3.Jon\n4.Sotrix bax\n\nTwelebs on Museveni's side\n1.Arthur\n2.Kera\n3.Darius\n\nThe confused ones\n1.Soldier\n2.Class monitor\n3.Pirate\n4.Addict\n5.Travor. \n\nUndecided \n1.Jeremiah Ainebyona. \n\nVotes will decide in 2021.],-0.4
[\nMar 9\n],sotrixbax 🇺🇬 🇺🇬,[Imagine dissing Bobi wine &amp; saying that he is not fit to be a leader &amp; then boom Catherine Kusasira disappears with all the money they were supposed to pay you with.],-0.2
[\nMar 7\n],Willing 🌿Irie,"[Bobi Wine  should tell Ugandans what he is going to do when he becomes a president, he should give us at least few things in his manifesto other than saying that he wants to remove Museveni.... that's not what Ugandans want... We want to hear what he will do for us]",-0.10625
[\nMar 7\n],yo momma's fav 😈,"[I love Bobi Wine and I understand that he needs to stand for the Presidency for at least the appeasement of his followers, he cannot pledge them to any other candidate, so he has to stand for them...\n\nBut catchy slogans and fists pumped into the air arent going to run a country!]",0.014583333333333337
[\nMar 5\n],NBS Television,"[VIDEO: Abed Bwanika loses his cool when asked about PDP, his political party. He now says he belongs to Bobi Wine's People Power.\n\n#NBSMorningBreeze #NBSUpdatespic.twitter.com/TbB8I9kGK8]",0.016666666666666663
[\nMar 4\n],Soldier ↪,[if Bobi Wine won't be President \nThen Besigye too won't be \n\nFena lets lose],0.0
[\nMar 4\n],Jeremiah Ainebyona,[Modern day Bobi Wine will never make music better than Bebe Cool\u2019s],0.35
[\nMar 4\n],Sir Arthur,"[Talking about violence, I aslo didn't see Bobi Wine condemning what happened to Bebe Cool. Did I miss that news?]",0.35
[\nMar 3\n],Winnie Byanyima,[Attack On Besigye In Mengo Could Have Been State Sponsored \u2013 Bobi Wine - https://chimpreports.com/attack-on-besigye-in-mengo-could-have-been-state-sponsored-bobi-wine/\xa0\u2026],0.0
[\nMar 1\n],JONAM’S PRINCESS 👑 👑,"[With the  hits we had last year,we cannot fail to appreciate the awesome songs. Here are the nominees for the Song of the Year category at the #HiPipoMusicAwards \nA Pass \u2013 Didadada (Producer HerbertSkillz)  \n\nBobi Wine \u2013 Kyarenga (Producer Sir Dan Magic)\nVote via SMS pic.twitter.com/UHfiKjBEIV]",0.16666666666666666
[\nFeb 25\n],sotrixbax 🇺🇬 🇺🇬,"[I pray that in 2021, you get off twitter, switch off your data, get out there, line up in the lines &amp; vote for Bobi wine.]",0.0
[\nFeb 24\n],DON ATUИGISA  🇺🇬,"[Bobi Wine hasn't given a motivational speech about the circulating Picture &amp;video, how? His PR team has no structures and it shows.]",0.0
[\nFeb 24\n],Intimate friend,"[Intimate friend Retweeted Capitano Emma\xa0\U0001f1fa\U0001f1ec, This is a Traffic police officer. Now imagine they meet a kisati like myself- a mere citizen. \nThis is the same Army that brutalized Bobi Wine and Arua 33. Do you know any disciplinary action that was taken? No. https://twitter.com/capitanoemma/status/1099606886918303746\xa0\u2026, Intimate friend added,]",5.551115123125783e-18
[\nFeb 22\n],Willing 🌿Irie,[What if Bobi Wine wants all of us to register for national ID and all votes goes to the other side \n],0.037500000000000006
[\nFeb 20\n],Allan Ssenyonga,"[""Hello hello is this the NRM secretariat? I am a digital influencer/strategist and I can abuse Bobi Wine until my abuses trend.\n\nYes this is the same line I use for Mobile Money"" pic.twitter.com/koc8m82dcR]",0.0
[\nFeb 20\n],Allan Ssenyonga,[UOT chaps calling in to register for this gig of trolling Bobi Wine. pic.twitter.com/qCZynSmxR0],0.0
[\nFeb 20\n],GENO ERIC,[It seems Besigye is on teargas leave till 2020 and Bobi Wine  has stepped in for him],0.0
[\nFeb 16\n],Wyclif 🇺🇬,"[Museveni is the president of Uganda, Bobi wine wants him out of power in 2021: Rewrite the sentence  beginning with No sooner.... pic.twitter.com/fQAvrz1ont]",0.2
[\nFeb 15\n],Aine Derrick,[Douglas Lwanga is that neutral guy. He never picks a side. Who knows? He could be a Bobi wine fan who votes for Museveni but campaigns for Amama.],0.0
[\nFeb 15\n],sotrixbax 🇺🇬 🇺🇬,[Our children will be singing bye Bobi wine for every aeroplane that fly's in the sky.],0.8
[\nFeb 12\n],Lobst4r,"[Lobst4r Retweeted Lorna\xa0\U0001f49c, That Bobi Wine is also just another young man trying to secure the bag. https://twitter.com/lornamariak/status/1095433406316453888\xa0\u2026, Lobst4r added,]",0.25
[\nFeb 10\n],Jeremiah Ainebyona,"[From now until we get tired and come back to our senses, Ebango is better than any song that Chameleon, Bebe Cool and Bobi Wine have sung ]",0.11249999999999999
[\nFeb 6\n],Andrew M. Mwenda,"[5 Sticks! That will be the name for a 2045 movie! The founding members of the Uganda National People\u2019s Democratic Revolutionary Front (UNPDRF) in the bushes of Kanyandahi ready to battle M7\u2019s corrupt dictatorship, Besigye\u2019s radical extremism &amp; Bobi Wine\u2019s empty-headed demagoguery pic.twitter.com/nayoMzAzAC]",-0.15
[\nFeb 5\n],Jeremiah Ainebyona,[Here\u2019s a playlist that will make you feel like you\u2019ve made it \n\n1.Sitya loss- Eddy Kenzo \n2.Zaweze-Hitnature  \n3.Mazi mawanvu- Bobi Wine],0.0
[\nFeb 5\n],Doug Coltart  ✊🏽 🇿🇼,"[The System wants to crush Winky D because his songs speak to issues that resonate with the masses. They will fail...just like the apartheid regime failed with Miriam Makeba &amp; Hugh Masekela, the Rhodesians with Mukanya, and Museveni with Bobi Wine...instead they made them heroes! pic.twitter.com/iltrCTCPtX]",-0.2125
[\nFeb 3\n],Andrew M. Mwenda,"[Last weekend, I launched a rebel group in Kanyandahi village, Uganda National People\u2019s Democratic Revolutionary Front (with 5 sticks) to fight the 3 enemies of our country: Museveni\u2019s corrupt dictatorship, Besigye\u2019s radical extremism and Bobi Wine\u2019s empty-headed demagoguery!  pic.twitter.com/kATjRmI8zz]",-0.3125
[\nFeb 3\n],GENO ERIC,[The reason why Ugandans want to vote Bobi Wine into presidency is because he can easily be held accountable for the promises he made unlike Museveni who will either tell you to go to the bush or he ain't your servant so get one opposition sole candidate],0.21666666666666667
[\nFeb 1\n],Sir Arthur,"[People came here &amp; hyped Amama Mbabazi towards 2016 elections. CNN even called him the \u201ctwitter president\u201d but by the time we were done, not even a quarter of his followers had voted him. He actually didn\u2019t make even 3%. \n\nSomeone warn Bobi Wine, these niggas don\u2019t vote.]",0.0
[\nFeb 1\n],ASHA MRS TALIB 😍,[Eric: Don't you realise Bobi Wine has no agen.......\n\nPatoh: Shut up Zygote pic.twitter.com/W2oyeqzwFm],0.0
[\nFeb 1\n],James Hall,"[Unintended consequences. Uganda security forces arrested, tortured pop star Bobi Wine (Robert Kyagulanyi) when he was elected MP and criticised perpetual president Museveni. Emboldened, determined Wine now planning to challenge Museveni, 75 and in power 33 years, in 2021 election pic.twitter.com/pb2wOx1za0]",0.0
[\nFeb 1\n],Bernard Sabiti,"[Seeing that my Mzansi peeps are struggling to understand the cartoon,  let me help: Our president since 1986, Yoweri Museveni warns Ugandans that opposing him is poking a leopard's anus.  So Malema's recent support of Bobi Wine was seen in that light  https://www.observer.ug/news-headlines/41737-mbabazi-thugs-stuck-a-finger-in-a-leopard-s-anus-museveni\xa0\u2026]",0.2
[\nFeb 1\n],CNN Africa,[Uganda\u2019s pop star turned MP Bobi Wine says he is \u201cseriously considering\u201d running for president https://cnn.it/2ML61OW\xa0],0.0
[\nJan 31\n],#CanaryReports,[@HEBobiwine to consider to run for President against Uganda\u2019s long serving President @KagutaMuseveni \n\nHas Bobi Wine calculated his moves well ? pic.twitter.com/R9CIHqEywK],-0.05
[\nJan 31\n],Nicholas Bamulanzeki,[VIDEO; We are seriously considering standing against President Museveni in the next presidential election - Hon Kyagulanyi Robert aka Bobi Wine on CNN @observerugpic.twitter.com/545TX8zC6T],-0.16666666666666666
[\nJan 31\n],Sheila Nduhukire  🇺🇬,[Bobi Wine says he\u2019s \u201cseriously considering challenging President Museveni\u201d in the 2021 elections. pic.twitter.com/AMoUyqFVdN],0.5
[\nJan 31\n],Faisal,"[This is the most interesting end to a January on #UOT. As in from cheating to stealing pics, as in what\u2019s next? \n\nNow all we need is a bobi wine arrest]",0.2375
[\nJan 29\n],Jeffrey Smith,"[Otherwise known as the ""Bobi Wine proposal,"" new regulations in #Uganda would muzzle artistic freedom and free speech, compelling artists to submit lyrics for songs and scripts for performances to authorities to be vetted. Absolutely ridiculous.https://www.monitor.co.ug/OpEd/Letters/Music-and-politics-are-inseparable-/806314-4955568-226g6fz/index.html\xa0\u2026]",0.2739393939393939
[\nJan 29\n],Soldier ↪,[For us at this point we interested in Bobi Wine on the ballot paper  Even he says nothing\ndoesn't campaign or anything\nfor us we want the person\nu can have all the rest of his],0.25
[\nJan 28\n], 😎SallyIan 🇺🇬,[Trend Twins!!!\n\nIf Nicki Minaj trends Cardi B trends\n\nIf Bobi wine trends Bebe cool trends\n\nIf Chris Brown trends Rihanna trends\n\nIf Ronaldo trends Messi trends\n\nIf People power trends Museveni trends\n\nIf Stan trends iPhone/airpods trends\n\nIf Atim trends Arthur trends\n\nSet yours.],0.35
[\nJan 28\n],ands JEFF,"[Apparently, Events promoter and close friend to Museveni, Balaam Barugahare has registered an NGO called 'People Power' in a bid to stop Bobi Wine &amp; the People Power movement.\n\n*He recently ran an advert in newspapers saying that he will sue Museveni if he doesn't stand in 2021. pic.twitter.com/L52MNFCNrW]",0.025
[\nJan 27\n],#FreeDrNalongoStellaNyanzi,"[The most Woke,Prophetic people  are Reggae Artists and Fans\n\nLucky Dube: ""Kiss no frogs. They won't build more schools but they'll build more prisons""\nBobi Wine: ""kiwaani kiwaani, buli omu asiba kiwaani (everyone is a fraud""\nPeter Tosh: ""Reggae must be lived, not played""]",0.5
[\nJan 19\n],sotrixbax 🇺🇬 🇺🇬,[When Bobi wine becomes the president of Uganda &amp; he maintains the OTT TAX will you guys pay it then?],0.0
[\nJan 18\n],Jackie Oloya  🇺🇬  🇩🇪 🎗,"[DC:Bobi Wine in Washington DC. \nPlease come &amp; join Bobi Wine @ Townhall Meeting &amp; Kyarenga Extra DC Show\n Date: Sat 01/26/2019\n Venue: Zion Lutheran Hall 7410 New Hampshire Ave, Takoma Park, MD 20912Time : 6:00pm\u20141am Cover: $30\n#Tuliyambala_Engule @HEBobiwine]",0.06818181818181818
[\nJan 17\n],sotrixbax 🇺🇬 🇺🇬,[What is your favorite Bobi wine song?\n\nMine:Kikomando.],0.5
[\nJan 17\n],Ganda 🍁,[Bobi Wine in JAMAICA  pic.twitter.com/vkS96I8p0J],0.0
[\nJan 17\n],Africa Facts Zone,"[Uganda's Government has made new outrageous and dumbfounding laws for musicians, because of Activist, Bobi wine who is also a musician and Lawmaker. pic.twitter.com/WtyO1ciseT]",-0.4318181818181818
[\nJan 16\n],Soldier ↪,[Another day waking up and Bobi Wine still not the president of Uganda\n\nthis is now depressing],-0.6
[\nJan 12\n],Raheem Abdul,"[If Bebe Cool claims Bobi Wine was high during his interview, then I think it\u2019s safe to say, he speaks more sense than Bebe Cool when he is sober.  pic.twitter.com/bX8IG7c5Ws]",0.32666666666666666
[\nJan 11\n],GENO ERIC,"[When Bobi Wine becomes president everything will become high ,high court, high school, high church, high parliament, highway, high country ,mubera mukubidwa bulisawa ]",0.16
[\nJan 11\n],salty,[Falz hasn\u2019t even done half of what Bobi Wine has done in Uganda and you\u2019re shouting Fela. Activism in this country is still on zero and that\u2019s why we\u2019re fucked. 200 million mumus.],-0.3833333333333333
[\nJan 11\n],#CanaryReports,"[Bobi Wine wants his wedding ring, watch, 3.5M &amp; 600$ that were confiscated by Police in Arua returned. \n\nOther items in Police custody; Kassiano Wadri\u2019s 85M, a pistol, Night Asara\u2019s 2 panties she claims Police took from her bag. \n\nState Prosecutor says items are exhibits. pic.twitter.com/CkiPTbWQ91]",0.2
[\nJan 10\n],Daily Monitor,"[We shall put an end to Museveni\u2019s rule in 2021 election, Bobi Wine #MonitorUpdateshttp://bit.ly/2QEfxnE\xa0]",0.0
[\nJan 10\n],NTV UGANDA,[Bobi Wine named among top 100 global thinkers #NTVNews\nThe Last Ugandan to receive this nod was Journalist @AndrewMwenda  in 2009\nhttps://bit.ly/2D1X0xV?utm_medium=social&amp;utm_source=twitter_ntvuganda\xa0\u2026pic.twitter.com/OAmMcpkhfN],0.16666666666666666
[\nJan 8\n],The Observer,"[#PeoplePower footprint in Sembabule worries NRM MPs. \u201cAt first [MPs] like Peter Ogwang and Solomon Silwanyi seemed not to take #BobiWine seriously but these days I think there is no person they hate more than Bobi Wine,\u201d  https://observer.ug/news/headlines/59611-people-power-footprint-in-sembabule-worries-nrm-mps\xa0\u2026 #democracy #Ugandapic.twitter.com/s5u39wtoJS]",-0.09583333333333333
[\nJan 7\n],MrHashTag 🇺🇬,[Naye abanaUganda nokwetuminkiriza. So we were arguing with Sempa about the Tuliyambala Engule song as if he is the official PRO of God. Am sure God knows where to find Bobi Wine than any of us here],0.5
[\nJan 7\n],Samwise Gamgee,"[""Army Generals should know that we are not at war with them, We are all Ugandans. and to our president, we don't hate him or something. Yes, we want his seat but not in bad Faith."" ~ Hon Kyagulanyi Aka Bobi Wine pic.twitter.com/0OPmhfRmVM]",-0.75
[\nJan 7\n],ands JEFF,"[Museveni paid music promoters UGX1,000,000,000 as compensation for the banned music shows of Bobi Wine.\n\n*this shouldn't be a big issue given that State House spends UGX12,898,000 daily on welfare &amp; entertainment and has a daily budget of UGX105,205,000 as classified expenditure.]",0.0
[\nJan 7\n],Grace Natabaalo,[Sad to see a young man who is fearless when it comes to preaching God's word scared of expressing himself on politics. \n--------\nI wouldn\u2019t have participated in Bobi Wine song if I knew it was this political - Pastor Bugembe\nhttps://www.monitor.co.ug/News/National/participated-Bobi-Wine-song-knew-political-Pastor-Bugembe/688334-4924276-8w7xw/index.html\xa0\u2026],-0.13333333333333333
[\nJan 7\n],King Of East Africa  🇰🇪 🇺🇬 🇹🇿 🇷🇼,[What makes Pastor Serwadda think he is more equal than Bobi Wine before God!!!!!],0.25
[\nJan 6\n],sotrixbax 🇺🇬 🇺🇬,[You can like Bobi wine without abusing Bebe cool.. \n\nThank you!],0.4375
[\nJan 6\n],A Pass Bagonza  🐐,[Bobi wine Baby Cool hug and hand shake to me was not real. #MyViewspic.twitter.com/wTHgWb8Eus],0.12499999999999999
[\nJan 3\n],ands JEFF,"[Bebecool: Bobi Wine is not an MP,  but Kyagulanyi is an MP...\n\nModerator: Who is on the show today?\n\n Bebecool: Bebecool, the artist.\n\nModerator: But for us we invited Moses Ssali\n\nBebecool: They are the same....\n\n*does the tamale mirundi.\n#NBSFrontLinepic.twitter.com/fBSadvnOqL]",0.0
[\nJan 3\n],NBS Television,[BebeCool: How can I coexist with Bobi Wine when I\u2019ve already been judged?\n\nHon. Mao: You need to be advised on how to represent your situation better. The way you\u2019re speaking leaves us with an impression that you\u2019re caught in the cobweb of Museveni\u2019s patronage \n\n#NBSFrontLinepic.twitter.com/vtVvoliZRI],0.5
[\nJan 3\n],CECILE.  🇺🇬,"[#NBSFrontline \nBebecool: Bobi wine is Musician not an MP. Kyagulanyi is the MP \nModerator: But we invited Sali not bebe cool.\nBebecool: Yes, am both Ssali and Bebe cool bba wa Zuena. \nZuena: pic.twitter.com/zuRJ3ZP4Rw]",0.35
[\nJan 3\n], ✨Mrs 007 ✨,[From the tweets on tl I can tell Bebe Cool is very jealous of Bobi Wine ],0.275
[\nJan 3\n],NBS Television,"[Hon. Salaamu Musumba: If your issues with Bobi Wine are personal, keep them to yourself, don\u2019t poison this political environment. It's a shame and it's not doing any good. \n\nBebeCool: So you don\u2019t see how better we are(musicians)?\n \n#NBSUpdates #NBSFrontlinepic.twitter.com/NozLlO9AfP]",0.3
[\nJan 3\n],Anne Whitehead,"[I fail to understand how Bobi Wine is supposed to take the politician out of himself when performing. He's been singing about politics as long as I've known him, and that's nearly a decade now. He's a socially conscious artist and now also a MP. That's all one man, not multiple.]",-0.07000000000000002
[\nJan 3\n],Wyclif 🇺🇬,"[So Bebe cool up to now still thinks that it's between him and Bobi wine... Mbu Bobi wine is very clever, he joined the opposition after seeing me join the NRM  #NBSFrontlinepic.twitter.com/nFFuEhh0op]",0.2833333333333333
[\nJan 3\n],iam_maggimbi,[Bebe cool:am talking about Bobi Wine not Kagulanyi\nModerator:But we also invited Moses ssali for this political show so who is here now?? \n Bebe Cool.. Its Bebe Cool Ba'wa Zuena\nNow I see why my Dad used to say Education is Key!],0.175
[\nJan 3\n],Jeremiah Ainebyona,"[Politics aside,  Imagine being 40plus and you have to introduce yourself as Bebe Cool or Bobi Wine \n\nThese names make more sense when you are younger tbh]",0.2833333333333333
[\nJan 3\n],Aine Derrick,[Musicians that rallied behind M7 in tubonga naawe now hiding behind Bobi wine in his music videos. We have not forgotten you. Pretenders],-0.4
[\nJan 3\n],Aine Derrick,[Whoever took this pic has a better cam than wat they use in Bobi Wine's videos pic.twitter.com/dj7StEyp92],0.5
[\nJan 2\n],Richie™ 🇺🇬,[But truth to be told I haven't seen any Bobi Wine fan comparing him to Bebecool. It's only Bebecool fans trying to stay relevant. Let's settle this please We love both out Artists.\n\nBebecool is a club banger musician.              \n\nwhile \n\nBobiwine is a Revolutionary musician.],0.3
[\nJan 2\n],yo momma's fav 😈,"[Just in need of some information here!\nHow often does Bobi wine mention Bebe Cool at his pressers?  Why does Bebe Cool always have Mr. Wine's name all in his mouth every chance he gets to address the media!!!!\n\nLike yooooo, do your shit, secure your bag without running your mouth]",0.22499999999999998
[\nJan 2\n],Sama And TheLights,"[So here's a fun fact, Bebe Cool's Wasibukawa video was uploaded on You Tube 3 weeks ago and it has 66k views\n\nBobi Wine's #TuliyambalaEngule was uploaded yesterday and it already has 121k views\n\nDo numbers lie? Sort yourselves outpic.twitter.com/wIyFHF0xq0]",0.32499999999999996
[\nJan 1\n],Katende Erick,"[Now Ugandans are becoming a problem. You can't compare Wasibuka wa of Bebe Cool to Engule of Bobi Wine.. \n\nI would rather dance to Wasibuka wa  than Engule.  \n\nWhen I'm looking for a Pan Africanist song, I will look for engule. \n\nThese 2 are totally different stop comparing them.]",0.26666666666666666
[\nJan 1\n],Sir Arthur,"[From the look of things now even if Bobi Wine dropped a song saying \u201cyeye yeye\u201d all through, his fans would say it\u2019s going to be song of the year. \n\nLMAO]",0.0
[\nJan 1\n],Moses Rudende,"[I saw a tweet earlier saying Bobi Wine lives in Bebe Cool\u2019s head rent free. After reading that list, you\u2019d find it very difficult to argue otherwise.]",-0.08333333333333333
[\nJan 1\n],Kaya Jbuk 🌿 🏉,"[Bobi wine should start having concerts in the Kabaka's Lubiri, mzee won't fuck around that place]",-0.4
[\nJan 1\n],africanews,[Bobi Wine promises Ugandans 'the victor's crown' http://bit.ly/2BSjWxH\xa0],0.0
[\nJan 1\n],africanews,[Uganda's Bobi Wine is 2018 Africanews Personality of the Year http://bit.ly/2EZOvFU\xa0],0.0
[\nDec 31\n],David Kezio-Musoke,[So I wake up on 1st January 2019 to find that the ,0.0
